disease,symptom,weight,source
conjunctivitis due to virus,eye redness,0.91,kaggle+symcat
conjunctivitis due to virus,fever,0.5,kaggle+symcat
conjunctivitis due to virus,itchiness of eye,0.54,kaggle+symcat
conjunctivitis due to virus,lacrimation,0.684287812041116,kaggle+symcat
conjunctivitis due to virus,nasal congestion,0.5110132158590308,kaggle+symcat
conjunctivitis due to virus,pain in eye,0.66,kaggle+symcat
conjunctivitis due to virus,swollen eye,0.5066079295154186,kaggle+symcat
conjunctivitis due to virus,white discharge from eye,0.5007342143906021,kaggle+symcat
connective tissue disorder,ache all over,0.36,symcat
connective tissue disorder,arm pain,0.36,symcat
connective tissue disorder,difficulty in swallowing,1.0,kaggle+symcat
connective tissue disorder,fatigue,0.36,symcat
connective tissue disorder,feeling ill,1.0,kaggle+symcat
connective tissue disorder,fever,0.36,symcat
connective tissue disorder,foot or toe pain,0.36,symcat
connective tissue disorder,headache,0.36,symcat
connective tissue disorder,joint pain,0.6666666666666666,kaggle+symcat
connective tissue disorder,lymphedema,0.22,symcat
connective tissue disorder,paresthesia,0.36,symcat
connective tissue disorder,skin rash,0.36,symcat
contact dermatitis,abnormal appearing skin,0.49724972497249725,kaggle+symcat
contact dermatitis,acne or pimples,0.49394939493949397,kaggle+symcat
contact dermatitis,allergic reaction,0.5434543454345434,kaggle+symcat
contact dermatitis,diaper rash,0.05,symcat
contact dermatitis,itching of skin,0.55,kaggle+symcat
contact dermatitis,"skin dryness, peeling, scaliness, or roughness",0.5071507150715071,kaggle+symcat
contact dermatitis,skin irritation,0.5137513751375138,kaggle+symcat
contact dermatitis,skin lesion,0.48734873487348734,kaggle+symcat
contact dermatitis,skin moles,0.6754675467546755,kaggle+symcat
contact dermatitis,skin rash,0.88,kaggle+symcat
contact dermatitis,skin swelling,0.49504950495049505,kaggle+symcat
contact dermatitis,swollen eye,0.4961496149614962,kaggle+symcat
conversion disorder,abnormal involuntary movements,0.4,symcat
conversion disorder,allergic reaction,0.4,symcat
conversion disorder,anxiety and nervousness,1.0,kaggle+symcat
conversion disorder,cough,0.85,kaggle+symcat
conversion disorder,depression,0.6,kaggle+symcat
conversion disorder,fainting,0.25,symcat
conversion disorder,fatigue,0.25,symcat
conversion disorder,focal weakness,0.25,symcat
conversion disorder,seizures,0.69,kaggle+symcat
conversion disorder,sore throat,0.4,symcat
conversion disorder,sweating,0.4,symcat
conversion disorder,weakness,0.4,symcat
cornea infection,diminished vision,0.55,kaggle+symcat
cornea infection,eye burns or stings,0.5094130675526024,kaggle+symcat
cornea infection,eye redness,0.66,kaggle+symcat
cornea infection,foreign body sensation in eye,0.5027685492801772,kaggle+symcat
cornea infection,itchiness of eye,0.4994462901439646,kaggle+symcat
cornea infection,itchy eyelid,0.07,symcat
cornea infection,lacrimation,0.5060908084163898,kaggle+symcat
cornea infection,lip swelling,0.6522702104097453,kaggle+symcat
cornea infection,pain in eye,0.8,kaggle+symcat
cornea infection,spots or clouds in vision,0.5437430786267996,kaggle+symcat
cornea infection,swollen eye,0.47729789590254706,kaggle+symcat
cornea infection,symptoms of eye,0.5016611295681063,kaggle+symcat
corneal abrasion,diminished vision,0.686,kaggle+symcat
corneal abrasion,eye burns or stings,0.14,symcat
corneal abrasion,eye redness,0.55,kaggle+symcat
corneal abrasion,eyelid lesion or rash,0.03,symcat
corneal abrasion,eyelid swelling,0.466,kaggle+symcat
corneal abrasion,foreign body sensation in eye,0.518,kaggle+symcat
corneal abrasion,itchiness of eye,0.67,kaggle+symcat
corneal abrasion,lacrimation,0.518,kaggle+symcat
corneal abrasion,pain in eye,0.87,kaggle+symcat
corneal abrasion,swollen eye,0.28,symcat
corneal abrasion,symptoms of eye,0.532,kaggle+symcat
corneal abrasion,white discharge from eye,0.656,kaggle+symcat
corneal disorder,diminished vision,0.76,kaggle+symcat
corneal disorder,double vision,0.6760355029585798,kaggle+symcat
corneal disorder,eye redness,0.4881656804733728,kaggle+symcat
corneal disorder,eyelid lesion or rash,0.05,symcat
corneal disorder,foreign body sensation in eye,0.5192307692307693,kaggle+symcat
corneal disorder,itchiness of eye,0.5281065088757396,kaggle+symcat
corneal disorder,lacrimation,0.4940828402366864,kaggle+symcat
corneal disorder,pain in eye,0.62,kaggle+symcat
corneal disorder,spots or clouds in vision,0.5414201183431953,kaggle+symcat
corneal disorder,swollen eye,0.1,symcat
corneal disorder,symptoms of eye,0.47781065088757396,kaggle+symcat
corneal disorder,white discharge from eye,0.6375739644970414,kaggle+symcat
coronary atherosclerosis,burning chest pain,0.5357142857142857,kaggle+symcat
coronary atherosclerosis,chest tightness,0.4642857142857143,kaggle+symcat
coronary atherosclerosis,fatigue,0.5,kaggle+symcat
coronary atherosclerosis,irregular heartbeat,0.7589285714285714,kaggle+symcat
coronary atherosclerosis,leg cramps or spasms,0.49107142857142855,kaggle+symcat
coronary atherosclerosis,lymphedema,0.05,symcat
coronary atherosclerosis,palpitations,0.5446428571428571,kaggle+symcat
coronary atherosclerosis,sharp chest pain,0.55,kaggle+symcat
coronary atherosclerosis,shortness of breath,0.49107142857142855,kaggle+symcat
cranial nerve palsy,abnormal involuntary movements,0.5235294117647059,kaggle+symcat
cranial nerve palsy,abnormal movement of eyelid,0.6852941176470588,kaggle+symcat
cranial nerve palsy,cramps and spasms,0.1,symcat
cranial nerve palsy,difficulty speaking,0.7029411764705882,kaggle+symcat
cranial nerve palsy,diminished vision,0.5147058823529411,kaggle+symcat
cranial nerve palsy,double vision,0.53,kaggle+symcat
cranial nerve palsy,facial pain,0.7705882352941177,kaggle+symcat
cranial nerve palsy,headache,0.538235294117647,kaggle+symcat
cranial nerve palsy,loss of sensation,0.22,symcat
cranial nerve palsy,pain in eye,0.19,symcat
cranial nerve palsy,pupils unequal,0.19,symcat
cranial nerve palsy,symptoms of the face,0.4852941176470588,kaggle+symcat
crohn disease,blood in stool,0.4920212765957447,kaggle+symcat
crohn disease,burning abdominal pain,0.4946808510638298,kaggle+symcat
crohn disease,diarrhea,0.4946808510638298,kaggle+symcat
crohn disease,heartburn,0.06,symcat
crohn disease,joint pain,0.06,symcat
crohn disease,nausea,0.5372340425531915,kaggle+symcat
crohn disease,pain of the anus,0.7845744680851063,kaggle+symcat
crohn disease,rectal bleeding,0.4521276595744681,kaggle+symcat
crohn disease,regurgitation,0.4973404255319149,kaggle+symcat
crohn disease,regurgitation.1,0.4973404255319149,kaggle
crohn disease,sharp abdominal pain,0.74,kaggle+symcat
crohn disease,stomach bloating,0.06,symcat
crohn disease,vomiting,0.5026595744680851,kaggle+symcat
croup,abnormal breathing sounds,0.5121681415929203,kaggle+symcat
croup,coryza,0.48783185840707965,kaggle+symcat
croup,cough,0.94,kaggle+symcat
croup,difficulty breathing,0.66,symcat
croup,fever,0.77,kaggle+symcat
croup,hoarse voice,0.5033185840707964,kaggle+symcat
croup,nasal congestion,0.6935840707964602,kaggle+symcat
croup,pulling at ears,0.5199115044247787,kaggle+symcat
croup,shortness of breath,0.4811946902654867,kaggle+symcat
croup,sore throat,0.4856194690265487,kaggle+symcat
croup,vomiting,0.5519911504424779,kaggle+symcat
croup,wheezing,0.5,kaggle+symcat
crushing injury,ankle swelling,0.08,symcat
crushing injury,foot or toe pain,0.5714285714285714,kaggle+symcat
crushing injury,hand or finger pain,0.62,kaggle+symcat
crushing injury,hand or finger stiffness or tightness,0.5714285714285714,kaggle+symcat
crushing injury,hand or finger swelling,0.7142857142857143,kaggle+symcat
crushing injury,knee swelling,0.6349206349206349,kaggle+symcat
crushing injury,loss of sensation,0.22,symcat
crushing injury,lymphedema,0.04,symcat
crushing injury,neck swelling,0.7619047619047619,kaggle+symcat
cryptococcosis,cross-eyed,1.0,kaggle+symcat
cryptococcosis,depressive or psychotic symptoms,1.0,kaggle+symcat
cryptococcosis,eye strain,0.07,symcat
cryptococcosis,fainting,0.63,symcat
cryptococcosis,hip stiffness or tightness,0.07,symcat
cryptococcosis,itchy eyelid,0.07,symcat
cryptococcosis,lip swelling,0.63,symcat
cryptococcosis,nailbiting,0.07,symcat
cryptococcosis,seizures,0.63,symcat
cryptococcosis,shoulder swelling,0.07,symcat
cryptococcosis,vulvar sore,0.07,symcat
cryptococcosis,wrist weakness,0.07,symcat
cryptorchidism,flatulence,0.09,symcat
cryptorchidism,irritable infant,0.09,symcat
cryptorchidism,jaundice,0.09,symcat
cryptorchidism,lack of growth,1.0,kaggle+symcat
cryptorchidism,mass in scrotum,0.09,symcat
cryptorchidism,pain in testicles,0.09,symcat
cryptorchidism,pus draining from ear,0.09,symcat
cryptorchidism,swelling of scrotum,0.8,kaggle+symcat
cryptorchidism,symptoms of the scrotum and testes,0.8,kaggle+symcat
cryptorchidism,white discharge from eye,0.09,symcat
cushing syndrome,bladder mass,0.02,symcat
cushing syndrome,decreased heart rate,0.34,symcat
cushing syndrome,elbow cramps or spasms,0.02,symcat
cushing syndrome,elbow weakness,0.02,symcat
cushing syndrome,emotional symptoms,1.0,kaggle+symcat
cushing syndrome,infrequent menstruation,0.02,symcat
cushing syndrome,itching of scrotum,0.02,symcat
cushing syndrome,low back weakness,0.02,symcat
cushing syndrome,muscle swelling,0.02,symcat
cushing syndrome,nailbiting,0.02,symcat
cushing syndrome,shoulder pain,0.34,symcat
cushing syndrome,weight gain,0.8888888888888888,kaggle+symcat
cyst of the eyelid,abnormal movement of eyelid,0.9444444444444444,kaggle+symcat
cyst of the eyelid,diminished vision,1.0,kaggle+symcat
cyst of the eyelid,elbow cramps or spasms,0.02,symcat
cyst of the eyelid,eyelid lesion or rash,0.48,symcat
cyst of the eyelid,itchiness of eye,0.31,symcat
cyst of the eyelid,mass on eyelid,0.73,kaggle+symcat
cyst of the eyelid,muscle swelling,0.7222222222222222,kaggle+symcat
cyst of the eyelid,pain in eye,0.48,symcat
cyst of the eyelid,skin growth,0.7222222222222222,kaggle+symcat
cyst of the eyelid,skin rash,0.31,symcat
cyst of the eyelid,symptoms of eye,0.48,symcat
cyst of the eyelid,wrinkles on skin,0.31,symcat
cystic fibrosis,bleeding gums,0.04,symcat
cystic fibrosis,cough,0.7333333333333333,kaggle+symcat
cystic fibrosis,decreased appetite,0.6666666666666666,kaggle+symcat
cystic fibrosis,drainage in throat,0.04,symcat
cystic fibrosis,feeling ill,0.5333333333333333,kaggle+symcat
cystic fibrosis,hemoptysis,0.04,symcat
cystic fibrosis,intermenstrual bleeding,0.8666666666666667,kaggle+symcat
cystic fibrosis,muscle pain,0.04,symcat
cystic fibrosis,sinus congestion,0.04,symcat
cystic fibrosis,spots or clouds in vision,0.04,symcat
cysticercosis,abnormal involuntary movements,0.43,symcat
cysticercosis,elbow cramps or spasms,0.03,symcat
cysticercosis,elbow weakness,0.8333333333333334,kaggle+symcat
cysticercosis,excessive growth,0.03,symcat
cysticercosis,feeling hot and cold,0.03,symcat
cysticercosis,headache,0.87,kaggle+symcat
cysticercosis,low back weakness,0.03,symcat
cysticercosis,seizures,0.9,kaggle+symcat
cysticercosis,shortness of breath,0.8333333333333334,kaggle+symcat
cysticercosis,underweight,0.03,symcat
cysticercosis,vomiting,0.43,symcat
cysticercosis,wrist weakness,0.03,symcat
cystitis,back pain,0.4815422477440525,kaggle+symcat
cystitis,blood in urine,0.57,kaggle+symcat
cystitis,frequent urination,0.62,kaggle+symcat
cystitis,involuntary urination,0.5242001640689089,kaggle+symcat
cystitis,lower abdominal pain,0.5028712059064807,kaggle+symcat
cystitis,painful urination,0.72,kaggle+symcat
cystitis,pelvic pain,0.4716981132075472,kaggle+symcat
cystitis,retention of urine,0.4807219031993437,kaggle+symcat
cystitis,sharp abdominal pain,0.4995898277276456,kaggle+symcat
cystitis,side pain,0.51681706316653,kaggle+symcat
cystitis,suprapubic pain,0.64,kaggle+symcat
cystitis,symptoms of bladder,0.5151763740771124,kaggle+symcat
cytomegalovirus infection,ankle pain,0.91,symcat
cytomegalovirus infection,excessive anger,0.91,symcat
cytomegalovirus infection,excessive urination at night,0.91,symcat
cytomegalovirus infection,facial pain,0.91,symcat
cytomegalovirus infection,fatigue,0.91,symcat
cytomegalovirus infection,joint stiffness or tightness,0.91,symcat
cytomegalovirus infection,knee lump or mass,0.91,symcat
cytomegalovirus infection,pain during pregnancy,0.91,symcat
cytomegalovirus infection,pain in eye,0.91,symcat
cytomegalovirus infection,pain or soreness of breast,0.91,symcat
cytomegalovirus infection,shoulder cramps or spasms,0.91,symcat
cytomegalovirus infection,wrist pain,0.91,symcat
de quervain disease,abnormal involuntary movements,0.782608695652174,kaggle+symcat
de quervain disease,arm pain,0.5652173913043478,kaggle+symcat
de quervain disease,hand or finger pain,0.73,kaggle+symcat
de quervain disease,hand or finger swelling,0.4891304347826087,kaggle+symcat
de quervain disease,lower body pain,0.13,symcat
de quervain disease,peripheral edema,0.13,symcat
de quervain disease,shoulder pain,0.4891304347826087,kaggle+symcat
de quervain disease,wrist pain,0.88,kaggle+symcat
de quervain disease,wrist stiffness or tightness,0.13,symcat
de quervain disease,wrist swelling,0.5869565217391305,kaggle+symcat
decubitus ulcer,difficulty speaking,0.4,kaggle+symcat
decubitus ulcer,disturbance of smell or taste,0.01,symcat
decubitus ulcer,incontinence of stool,0.9,kaggle+symcat
decubitus ulcer,penis redness,0.01,symcat
decubitus ulcer,skin lesion,0.78,kaggle+symcat
decubitus ulcer,skin on leg or foot looks infected,0.6,kaggle+symcat
decubitus ulcer,skin pain,0.01,symcat
deep vein thrombosis (dvt),abnormal appearing skin,0.6916666666666667,kaggle+symcat
deep vein thrombosis (dvt),ankle swelling,0.04,symcat
deep vein thrombosis (dvt),arm swelling,0.675,kaggle+symcat
deep vein thrombosis (dvt),disturbance of smell or taste,0.03,symcat
deep vein thrombosis (dvt),foot or toe swelling,0.5083333333333333,kaggle+symcat
deep vein thrombosis (dvt),leg cramps or spasms,0.7666666666666667,kaggle+symcat
deep vein thrombosis (dvt),leg lump or mass,0.03,symcat
deep vein thrombosis (dvt),leg pain,0.66,kaggle+symcat
deep vein thrombosis (dvt),leg stiffness or tightness,0.6833333333333333,kaggle+symcat
deep vein thrombosis (dvt),leg swelling,0.57,kaggle+symcat
deep vein thrombosis (dvt),paresthesia,0.1,symcat
deep vein thrombosis (dvt),peripheral edema,0.15,symcat
degenerative disc disease,ache all over,0.29,symcat
degenerative disc disease,arm pain,0.48624862486248627,kaggle+symcat
degenerative disc disease,back pain,0.78,kaggle+symcat
degenerative disc disease,hip pain,0.49504950495049505,kaggle+symcat
degenerative disc disease,joint pain,0.5159515951595159,kaggle+symcat
degenerative disc disease,leg pain,0.61,kaggle+symcat
degenerative disc disease,loss of sensation,0.517051705170517,kaggle+symcat
degenerative disc disease,low back pain,0.77,kaggle+symcat
degenerative disc disease,lower body pain,0.5126512651265126,kaggle+symcat
degenerative disc disease,neck pain,0.6,kaggle+symcat
degenerative disc disease,paresthesia,0.506050605060506,kaggle+symcat
degenerative disc disease,shoulder pain,0.6754675467546755,kaggle+symcat
delirium,abnormal involuntary movements,0.4983277591973244,kaggle+symcat
delirium,delusions or hallucinations,0.5066889632107023,kaggle+symcat
delirium,depression,0.4682274247491639,kaggle+symcat
delirium,depressive or psychotic symptoms,0.49665551839464883,kaggle+symcat
delirium,difficulty speaking,0.5033444816053512,kaggle+symcat
delirium,disturbance of memory,0.52,kaggle+symcat
delirium,disturbance of smell or taste,0.02,symcat
delirium,focal weakness,0.5033444816053512,kaggle+symcat
delirium,hostile behavior,0.5117056856187291,kaggle+symcat
delirium,hysterical behavior,0.02,symcat
delirium,problems with movement,0.5334448160535117,kaggle+symcat
delirium,slurring words,0.7608695652173914,kaggle+symcat
dementia,abnormal involuntary movements,0.471976401179941,kaggle+symcat
dementia,delusions or hallucinations,0.5191740412979351,kaggle+symcat
dementia,depressive or psychotic symptoms,0.6873156342182891,kaggle+symcat
dementia,difficulty speaking,0.13,symcat
dementia,disturbance of memory,0.53,kaggle+symcat
dementia,disturbance of smell or taste,0.13,symcat
dementia,dizziness,0.32,symcat
dementia,focal weakness,0.5162241887905604,kaggle+symcat
dementia,hostile behavior,0.6696165191740413,kaggle+symcat
dementia,insomnia,0.7699115044247787,kaggle+symcat
dementia,paresthesia,0.21,symcat
dementia,problems with movement,0.471976401179941,kaggle+symcat
dengue fever,ankle pain,0.32,symcat
dengue fever,excessive anger,0.32,symcat
dengue fever,facial pain,0.32,symcat
