disease,symptom,weight,source
cervical cancer,intermenstrual bleeding,0.05,symcat
cervical cancer,jaundice,0.865979381443299,kaggle+symcat
cervical cancer,mass on vulva,0.02,symcat
cervical cancer,painful menstruation,0.05,symcat
cervical cancer,pelvic pain,0.6288659793814433,kaggle+symcat
cervical cancer,swollen abdomen,0.02,symcat
cervical cancer,unpredictable menstruation,0.05,symcat
cervical cancer,vaginal discharge,0.5360824742268041,kaggle+symcat
cervical cancer,vaginal itching,0.9072164948453608,kaggle+symcat
cervical cancer,vulvar irritation,0.5257731958762887,kaggle+symcat
cervical disorder,focal weakness,0.09,symcat
cervical disorder,hot flashes,0.09,symcat
cervical disorder,intermenstrual bleeding,0.16,symcat
cervical disorder,pain during intercourse,0.7906976744186046,kaggle+symcat
cervical disorder,painful menstruation,0.09,symcat
cervical disorder,painful urination,0.16,symcat
cervical disorder,pelvic pain,0.3953488372093023,kaggle+symcat
cervical disorder,sharp abdominal pain,0.7209302325581395,kaggle+symcat
cervical disorder,vaginal bleeding after menopause,0.32,symcat
cervical disorder,vaginal discharge,0.16,symcat
cervical disorder,vaginal itching,0.8837209302325582,kaggle+symcat
cervical disorder,vaginal pain,0.09,symcat
cervicitis,burning abdominal pain,0.27,symcat
cervicitis,cramps and spasms,0.17,symcat
cervicitis,lower abdominal pain,0.41,symcat
cervicitis,nausea,0.6692708333333334,kaggle+symcat
cervicitis,pain during pregnancy,0.65625,kaggle+symcat
cervicitis,painful urination,0.7083333333333334,kaggle+symcat
cervicitis,pelvic pain,0.5286458333333334,kaggle+symcat
cervicitis,sharp abdominal pain,0.73,kaggle+symcat
cervicitis,suprapubic pain,0.4765625,kaggle+symcat
cervicitis,vaginal discharge,0.7,kaggle+symcat
cervicitis,vaginal itching,0.6614583333333334,kaggle+symcat
cervicitis,vaginal pain,0.24,symcat
chagas disease,ankle pain,0.32,symcat
chagas disease,excessive anger,0.32,symcat
chagas disease,excessive urination at night,0.32,symcat
chagas disease,facial pain,0.32,symcat
chagas disease,fatigue,0.32,symcat
chagas disease,joint stiffness or tightness,0.32,symcat
chagas disease,knee lump or mass,0.32,symcat
chagas disease,pain during pregnancy,0.32,symcat
chagas disease,pain in eye,0.32,symcat
chagas disease,pain or soreness of breast,0.32,symcat
chagas disease,shoulder cramps or spasms,0.32,symcat
chagas disease,wrist pain,0.32,symcat
chalazion,diminished vision,0.6769911504424779,kaggle+symcat
chalazion,eye redness,0.5058997050147492,kaggle+symcat
chalazion,eyelid lesion or rash,0.35,symcat
chalazion,eyelid swelling,0.6799410029498525,kaggle+symcat
chalazion,foreign body sensation in eye,0.5147492625368731,kaggle+symcat
chalazion,itchiness of eye,0.25,symcat
chalazion,lacrimation,0.5206489675516224,kaggle+symcat
chalazion,mass on eyelid,0.84,kaggle+symcat
chalazion,pain in eye,0.58,kaggle+symcat
chalazion,skin growth,0.47640117994100295,kaggle+symcat
chalazion,swollen eye,0.5132743362831859,kaggle+symcat
chalazion,symptoms of eye,0.5,kaggle+symcat
chancroid,ankle pain,0.32,symcat
chancroid,excessive anger,0.32,symcat
chancroid,excessive urination at night,0.32,symcat
chancroid,facial pain,0.32,symcat
chancroid,fatigue,0.32,symcat
chancroid,joint stiffness or tightness,0.32,symcat
chancroid,knee lump or mass,0.32,symcat
chancroid,pain during pregnancy,0.32,symcat
chancroid,pain in eye,0.32,symcat
chancroid,pain or soreness of breast,0.32,symcat
chancroid,shoulder cramps or spasms,0.32,symcat
chancroid,wrist pain,0.32,symcat
chickenpox,abnormal appearing skin,0.5,kaggle+symcat
chickenpox,ache all over,0.28,symcat
chickenpox,cough,0.8365384615384616,kaggle+symcat
chickenpox,eye redness,0.12,symcat
chickenpox,fever,0.62,kaggle+symcat
chickenpox,irritable infant,0.12,symcat
chickenpox,itching of skin,0.5865384615384616,kaggle+symcat
chickenpox,pain in testicles,0.8557692307692307,kaggle+symcat
chickenpox,problems during pregnancy,0.12,symcat
chickenpox,skin lesion,0.28,symcat
chickenpox,skin rash,0.93,kaggle+symcat
chickenpox,skin swelling,0.28,symcat
chlamydia,frequent urination,0.22,symcat
chlamydia,groin pain,0.14,symcat
chlamydia,itching of skin,0.22,symcat
chlamydia,lower abdominal pain,0.5575757575757576,kaggle+symcat
chlamydia,painful urination,0.49,symcat
chlamydia,pelvic pain,0.806060606060606,kaggle+symcat
chlamydia,penile discharge,0.59,symcat
chlamydia,penis pain,0.14,symcat
chlamydia,sharp abdominal pain,0.6848484848484848,kaggle+symcat
chlamydia,vaginal discharge,0.6484848484848484,kaggle+symcat
chlamydia,vaginal itching,0.7818181818181819,kaggle+symcat
chlamydia,vaginal pain,0.5272727272727272,kaggle+symcat
cholecystitis,back pain,0.5166112956810631,kaggle+symcat
cholecystitis,burning abdominal pain,0.5141196013289037,kaggle+symcat
cholecystitis,lower body pain,0.5033222591362126,kaggle+symcat
cholecystitis,nausea,0.56,kaggle+symcat
cholecystitis,regurgitation,0.08,symcat
cholecystitis,regurgitation.1,0.5058139534883721,kaggle
cholecystitis,sharp abdominal pain,0.82,kaggle+symcat
cholecystitis,sharp chest pain,0.4808970099667774,kaggle+symcat
cholecystitis,side pain,0.5166112956810631,kaggle+symcat
cholecystitis,stomach bloating,0.4775747508305648,kaggle+symcat
cholecystitis,symptoms of the kidneys,0.5058139534883721,kaggle+symcat
cholecystitis,upper abdominal pain,0.7,kaggle+symcat
cholecystitis,vomiting,0.520764119601329,kaggle+symcat
choledocholithiasis,back pain,0.29,symcat
choledocholithiasis,chills,0.5192743764172335,kaggle+symcat
choledocholithiasis,decreased appetite,0.6802721088435374,kaggle+symcat
choledocholithiasis,diarrhea,0.29,symcat
choledocholithiasis,jaundice,0.780045351473923,kaggle+symcat
choledocholithiasis,nausea,0.52,kaggle+symcat
choledocholithiasis,sharp abdominal pain,0.83,kaggle+symcat
choledocholithiasis,sharp chest pain,0.4988662131519274,kaggle+symcat
choledocholithiasis,side pain,0.5328798185941043,kaggle+symcat
choledocholithiasis,unusual color or odor to urine,0.09,symcat
choledocholithiasis,upper abdominal pain,0.59,kaggle+symcat
choledocholithiasis,vomiting,0.57,kaggle+symcat
cholesteatoma,allergic reaction,0.21,symcat
cholesteatoma,bleeding from ear,0.21,symcat
cholesteatoma,diminished hearing,0.9354838709677419,kaggle+symcat
cholesteatoma,ear pain,0.63,symcat
cholesteatoma,fluid in ear,0.34,symcat
cholesteatoma,mass on ear,0.34,symcat
cholesteatoma,muscle swelling,0.5161290322580645,kaggle+symcat
cholesteatoma,nasal congestion,1.0,kaggle+symcat
cholesteatoma,plugged feeling in ear,0.34,symcat
cholesteatoma,pus draining from ear,0.7741935483870968,kaggle+symcat
cholesteatoma,redness in ear,0.34,symcat
cholesteatoma,skin growth,0.21,symcat
chondromalacia of the patella,bones are painful,0.4716981132075472,kaggle+symcat
chondromalacia of the patella,elbow pain,0.12,symcat
chondromalacia of the patella,joint pain,0.12,symcat
chondromalacia of the patella,knee pain,0.95,kaggle+symcat
chondromalacia of the patella,knee stiffness or tightness,0.17,symcat
chondromalacia of the patella,knee swelling,0.49056603773584906,kaggle+symcat
chondromalacia of the patella,knee weakness,0.7924528301886793,kaggle+symcat
chondromalacia of the patella,leg pain,0.49056603773584906,kaggle+symcat
chondromalacia of the patella,problems with movement,0.6792452830188679,kaggle+symcat
chorioretinitis,diminished vision,0.78,kaggle+symcat
chorioretinitis,double vision,0.8026315789473685,kaggle+symcat
chorioretinitis,elbow cramps or spasms,0.01,symcat
chorioretinitis,eye burns or stings,0.32,symcat
chorioretinitis,foreign body sensation in eye,0.19,symcat
chorioretinitis,itchiness of eye,0.19,symcat
chorioretinitis,knee cramps or spasms,0.01,symcat
chorioretinitis,low back weakness,0.01,symcat
chorioretinitis,muscle swelling,0.8026315789473685,kaggle+symcat
chorioretinitis,pain in eye,0.7236842105263158,kaggle+symcat
chorioretinitis,pus in urine,0.01,symcat
chorioretinitis,spots or clouds in vision,0.5526315789473685,kaggle+symcat
chronic back pain,back cramps or spasms,0.6763070077864294,kaggle+symcat
chronic back pain,back pain,0.9,kaggle+symcat
chronic back pain,back stiffness or tightness,0.5061179087875417,kaggle+symcat
chronic back pain,groin pain,0.4972191323692992,kaggle+symcat
chronic back pain,hip pain,0.5116796440489433,kaggle+symcat
chronic back pain,leg pain,0.5,kaggle+symcat
chronic back pain,leg weakness,0.04,symcat
chronic back pain,loss of sensation,0.4983314794215795,kaggle+symcat
chronic back pain,low back pain,0.7,kaggle+symcat
chronic back pain,lower body pain,0.5027808676307007,kaggle+symcat
chronic back pain,neck pain,0.5094549499443827,kaggle+symcat
chronic back pain,side pain,0.5283648498331479,kaggle+symcat
chronic constipation,blood in stool,0.5027382256297919,kaggle+symcat
chronic constipation,burning abdominal pain,0.4950711938663746,kaggle+symcat
chronic constipation,changes in stool appearance,0.5005476451259584,kaggle+symcat
chronic constipation,constipation,0.87,kaggle+symcat
chronic constipation,lower abdominal pain,0.5290251916757941,kaggle+symcat
chronic constipation,nausea,0.49616648411829134,kaggle+symcat
chronic constipation,pain of the anus,0.511500547645126,kaggle+symcat
chronic constipation,rectal bleeding,0.5060240963855421,kaggle+symcat
chronic constipation,retention of urine,0.6527929901423878,kaggle+symcat
chronic constipation,sharp abdominal pain,0.77,kaggle+symcat
chronic constipation,stomach bloating,0.11,symcat
chronic constipation,vomiting,0.5180722891566265,kaggle+symcat
chronic glaucoma,blindness,0.12,symcat
chronic glaucoma,diminished vision,0.62,kaggle+symcat
chronic glaucoma,double vision,0.05,symcat
chronic glaucoma,eye burns or stings,0.4880239520958084,kaggle+symcat
chronic glaucoma,foreign body sensation in eye,0.47754491017964074,kaggle+symcat
chronic glaucoma,itchiness of eye,0.6826347305389222,kaggle+symcat
chronic glaucoma,lacrimation,0.4880239520958084,kaggle+symcat
chronic glaucoma,mass on eyelid,0.4940119760479042,kaggle+symcat
chronic glaucoma,pain in eye,0.5134730538922155,kaggle+symcat
chronic glaucoma,spots or clouds in vision,0.5194610778443114,kaggle+symcat
chronic glaucoma,symptoms of eye,0.49700598802395207,kaggle+symcat
chronic glaucoma,white discharge from eye,0.6541916167664671,kaggle+symcat
chronic inflammatory demyelinating polyneuropathy (cidp),abnormal involuntary movements,0.27,symcat
chronic inflammatory demyelinating polyneuropathy (cidp),dizziness,1.0,kaggle+symcat
chronic inflammatory demyelinating polyneuropathy (cidp),facial pain,0.27,symcat
chronic inflammatory demyelinating polyneuropathy (cidp),fatigue,0.27,symcat
chronic inflammatory demyelinating polyneuropathy (cidp),focal weakness,0.27,symcat
chronic inflammatory demyelinating polyneuropathy (cidp),hand or finger weakness,0.27,symcat
chronic inflammatory demyelinating polyneuropathy (cidp),leg cramps or spasms,0.27,symcat
chronic inflammatory demyelinating polyneuropathy (cidp),leg pain,0.27,symcat
chronic inflammatory demyelinating polyneuropathy (cidp),leg weakness,0.53,symcat
chronic inflammatory demyelinating polyneuropathy (cidp),loss of sensation,0.78,kaggle+symcat
chronic inflammatory demyelinating polyneuropathy (cidp),problems with movement,0.8333333333333334,kaggle+symcat
chronic inflammatory demyelinating polyneuropathy (cidp),weakness,0.67,kaggle+symcat
chronic kidney disease,fatigue,0.8,kaggle+symcat
chronic kidney disease,feeling cold,0.7,kaggle+symcat
chronic kidney disease,peripheral edema,0.6,kaggle+symcat
chronic kidney disease,shortness of breath,0.4,kaggle+symcat
chronic kidney disease,symptoms of the kidneys,0.5,kaggle+symcat
chronic kidney disease,unusual color or odor to urine,0.02,symcat
chronic knee pain,back pain,0.56,kaggle+symcat
chronic knee pain,hip pain,0.4666666666666667,kaggle+symcat
chronic knee pain,joint pain,0.43333333333333335,kaggle+symcat
chronic knee pain,knee pain,0.95,kaggle+symcat
chronic knee pain,knee stiffness or tightness,0.48,kaggle+symcat
chronic knee pain,knee swelling,0.5333333333333333,kaggle+symcat
chronic knee pain,knee weakness,0.52,kaggle+symcat
chronic knee pain,leg pain,0.56,kaggle+symcat
chronic knee pain,leg swelling,0.5066666666666667,kaggle+symcat
chronic obstructive pulmonary disease (copd),chest tightness,0.48344370860927155,kaggle+symcat
chronic obstructive pulmonary disease (copd),congestion in chest,0.5011037527593819,kaggle+symcat
chronic obstructive pulmonary disease (copd),coryza,0.5331125827814569,kaggle+symcat
chronic obstructive pulmonary disease (copd),cough,0.83,kaggle+symcat
chronic obstructive pulmonary disease (copd),coughing up sputum,0.5264900662251656,kaggle+symcat
chronic obstructive pulmonary disease (copd),difficulty breathing,0.39,symcat
chronic obstructive pulmonary disease (copd),fever,0.4977924944812362,kaggle+symcat
chronic obstructive pulmonary disease (copd),nasal congestion,0.54,kaggle+symcat
chronic obstructive pulmonary disease (copd),sharp chest pain,0.6931567328918322,kaggle+symcat
chronic obstructive pulmonary disease (copd),shortness of breath,0.7,kaggle+symcat
chronic obstructive pulmonary disease (copd),sore throat,0.4966887417218543,kaggle+symcat
chronic obstructive pulmonary disease (copd),wheezing,0.5187637969094923,kaggle+symcat
chronic otitis media,allergic reaction,0.5037369207772795,kaggle+symcat
chronic otitis media,bleeding from ear,0.11,symcat
chronic otitis media,cough,0.6606875934230194,kaggle+symcat
chronic otitis media,diminished hearing,0.48,symcat
chronic otitis media,ear pain,0.63,kaggle+symcat
chronic otitis media,fever,0.5351270553064275,kaggle+symcat
chronic otitis media,fluid in ear,0.48878923766816146,kaggle+symcat
chronic otitis media,nasal congestion,0.5112107623318386,kaggle+symcat
chronic otitis media,painful sinuses,0.6472346786248132,kaggle+symcat
chronic otitis media,plugged feeling in ear,0.5007473841554559,kaggle+symcat
chronic otitis media,pulling at ears,0.5097159940209267,kaggle+symcat
chronic otitis media,redness in ear,0.68,kaggle+symcat
chronic pain disorder,ache all over,0.5332348596750369,kaggle+symcat
chronic pain disorder,back pain,0.76,kaggle+symcat
chronic pain disorder,headache,0.5022156573116692,kaggle+symcat
chronic pain disorder,hip pain,0.4948301329394387,kaggle+symcat
chronic pain disorder,knee pain,0.5081240768094535,kaggle+symcat
chronic pain disorder,leg pain,0.6646971935007385,kaggle+symcat
chronic pain disorder,low back pain,0.63,kaggle+symcat
chronic pain disorder,lower body pain,0.08,symcat
chronic pain disorder,neck pain,0.41,symcat
chronic pain disorder,pelvic pain,0.6676514032496307,kaggle+symcat
chronic pain disorder,sharp abdominal pain,0.49039881831610044,kaggle+symcat
chronic pain disorder,shoulder pain,0.48005908419497784,kaggle+symcat
chronic pancreatitis,abusing alcohol,0.5454545454545454,kaggle+symcat
chronic pancreatitis,ache all over,0.531986531986532,kaggle+symcat
chronic pancreatitis,back pain,0.7171717171717171,kaggle+symcat
chronic pancreatitis,burning abdominal pain,0.31,symcat
chronic pancreatitis,diarrhea,0.7070707070707071,kaggle+symcat
chronic pancreatitis,leg weakness,0.08,symcat
chronic pancreatitis,nausea,0.5892255892255892,kaggle+symcat
chronic pancreatitis,regurgitation,0.08,symcat
chronic pancreatitis,sharp abdominal pain,0.86,kaggle+symcat
chronic pancreatitis,skin growth,0.7441077441077442,kaggle+symcat
chronic pancreatitis,upper abdominal pain,0.26,symcat
chronic pancreatitis,vomiting,0.5555555555555556,kaggle+symcat
chronic rheumatic fever,chest tightness,0.5502958579881657,kaggle+symcat
chronic rheumatic fever,difficulty breathing,0.26,symcat
chronic rheumatic fever,dizziness,0.6686390532544378,kaggle+symcat
chronic rheumatic fever,drainage in throat,0.06,symcat
chronic rheumatic fever,fluid in ear,0.06,symcat
chronic rheumatic fever,increased heart rate,0.4970414201183432,kaggle+symcat
chronic rheumatic fever,palpitations,0.5088757396449705,kaggle+symcat
chronic rheumatic fever,restlessness,0.06,symcat
chronic rheumatic fever,sharp chest pain,0.4970414201183432,kaggle+symcat
chronic rheumatic fever,shortness of breath,0.52,kaggle+symcat
chronic rheumatic fever,smoking problems,0.06,symcat
chronic rheumatic fever,throat feels tight,0.8698224852071006,kaggle+symcat
chronic sinusitis,congestion in chest,0.5205479452054794,kaggle+symcat
chronic sinusitis,coryza,0.39,symcat
chronic sinusitis,cough,0.75,kaggle+symcat
chronic sinusitis,ear pain,0.6636225266362252,kaggle+symcat
chronic sinusitis,facial pain,0.4961948249619482,kaggle+symcat
chronic sinusitis,fever,0.4946727549467275,kaggle+symcat
chronic sinusitis,frontal headache,0.5114155251141552,kaggle+symcat
chronic sinusitis,headache,0.62,kaggle+symcat
chronic sinusitis,nasal congestion,0.75,symcat
chronic sinusitis,painful sinuses,0.5235920852359208,kaggle+symcat
chronic sinusitis,sinus congestion,0.5083713850837138,kaggle+symcat
chronic sinusitis,sore throat,0.59,kaggle+symcat
chronic ulcer,skin lesion,1.0,kaggle+symcat
chronic ulcer,skin on leg or foot looks infected,0.07,symcat
chronic ulcer,skin pain,1.0,kaggle+symcat
cirrhosis,abdominal distention,0.552870090634441,kaggle+symcat
cirrhosis,blood in stool,0.7069486404833837,kaggle+symcat
cirrhosis,fatigue,0.2,symcat
cirrhosis,melena,0.05,symcat
cirrhosis,peripheral edema,0.5468277945619335,kaggle+symcat
cirrhosis,regurgitation,0.5166163141993958,kaggle+symcat
cirrhosis,regurgitation.1,0.5166163141993958,kaggle
cirrhosis,sharp abdominal pain,0.4984894259818731,kaggle+symcat
cirrhosis,shortness of breath,0.5468277945619335,kaggle+symcat
cirrhosis,stomach bloating,0.1,symcat
cirrhosis,symptoms of the kidneys,0.05,symcat
cirrhosis,upper abdominal pain,0.6948640483383686,kaggle+symcat
cirrhosis,vomiting blood,0.7673716012084593,kaggle+symcat
coagulation (bleeding) disorder,blood in urine,0.8,kaggle+symcat
coagulation (bleeding) disorder,early or late onset of menopause,0.04,symcat
coagulation (bleeding) disorder,eye redness,0.4777777777777778,kaggle+symcat
coagulation (bleeding) disorder,hemoptysis,0.08,symcat
coagulation (bleeding) disorder,knee swelling,0.7111111111111111,kaggle+symcat
coagulation (bleeding) disorder,leg cramps or spasms,0.04,symcat
coagulation (bleeding) disorder,leg pain,0.5,kaggle+symcat
coagulation (bleeding) disorder,leg swelling,0.17,symcat
coagulation (bleeding) disorder,lymphedema,0.08,symcat
coagulation (bleeding) disorder,melena,0.7333333333333333,kaggle+symcat
coagulation (bleeding) disorder,nosebleed,0.17,symcat
coagulation (bleeding) disorder,vaginal pain,0.04,symcat
cold sore,fever,0.35,symcat
cold sore,itching of skin,0.14,symcat
cold sore,lip sore,0.5104166666666666,kaggle+symcat
cold sore,lip swelling,0.7239583333333334,kaggle+symcat
cold sore,mouth ulcer,0.71875,kaggle+symcat
cold sore,peripheral edema,0.14,symcat
cold sore,skin lesion,0.31,symcat
cold sore,skin rash,0.5520833333333334,kaggle+symcat
cold sore,skin swelling,0.8385416666666666,kaggle+symcat
cold sore,sore throat,0.546875,kaggle+symcat
cold sore,vaginal discharge,0.14,symcat
cold sore,vaginal itching,0.4791666666666667,kaggle+symcat
colonic polyp,blood in stool,0.5221238938053098,kaggle+symcat
colonic polyp,changes in stool appearance,0.06,symcat
colonic polyp,constipation,0.31,symcat
colonic polyp,diarrhea,0.5221238938053098,kaggle+symcat
colonic polyp,discharge in stools,0.06,symcat
colonic polyp,flatulence,0.7905604719764012,kaggle+symcat
colonic polyp,heartburn,0.5073746312684366,kaggle+symcat
colonic polyp,pain of the anus,0.6637168141592921,kaggle+symcat
colonic polyp,rectal bleeding,0.5073746312684366,kaggle+symcat
colonic polyp,regurgitation,0.11,symcat
colonic polyp,sharp abdominal pain,0.696165191740413,kaggle+symcat
colonic polyp,upper abdominal pain,0.471976401179941,kaggle+symcat
colorectal cancer,blood in stool,0.6,kaggle+symcat
colorectal cancer,drainage in throat,0.26666666666666666,kaggle+symcat
colorectal cancer,mass or swelling around the anus,0.4666666666666667,kaggle+symcat
colorectal cancer,pain of the anus,0.4666666666666667,kaggle+symcat
colorectal cancer,rectal bleeding,0.7333333333333333,kaggle+symcat
colorectal cancer,sharp abdominal pain,0.5333333333333333,kaggle+symcat
common cold,chills,0.6596685082872928,kaggle+symcat
common cold,congestion in chest,0.12,symcat
common cold,coryza,0.5049723756906077,kaggle+symcat
common cold,cough,0.85,kaggle+symcat
common cold,ear pain,0.5281767955801105,kaggle+symcat
common cold,fever,0.78,kaggle+symcat
common cold,flu-like syndrome,0.5082872928176796,kaggle+symcat
common cold,headache,0.5314917127071823,kaggle+symcat
common cold,nasal congestion,0.69,kaggle+symcat
common cold,sore throat,0.82,kaggle+symcat
common cold,vomiting,0.512707182320442,kaggle+symcat
common cold,wheezing,0.512707182320442,kaggle+symcat
complex regional pain syndrome,abnormal involuntary movements,0.48890714872637636,kaggle+symcat
complex regional pain syndrome,ache all over,0.485620377978636,kaggle+symcat
complex regional pain syndrome,arm pain,0.5061626951520132,kaggle+symcat
complex regional pain syndrome,back pain,0.533278553820871,kaggle+symcat
complex regional pain syndrome,foot or toe pain,0.5201314708299096,kaggle+symcat
complex regional pain syndrome,hand or finger pain,0.5012325390304027,kaggle+symcat
complex regional pain syndrome,leg pain,0.52,kaggle+symcat
complex regional pain syndrome,loss of sensation,0.63,kaggle+symcat
complex regional pain syndrome,low back pain,0.49219391947411667,kaggle+symcat
complex regional pain syndrome,neck pain,0.5193097781429745,kaggle+symcat
complex regional pain syndrome,paresthesia,0.5012325390304027,kaggle+symcat
complex regional pain syndrome,problems with movement,0.48233360723089563,kaggle+symcat
concussion,back pain,0.5079764903442485,kaggle+symcat
concussion,difficulty speaking,0.49706129303106633,kaggle+symcat
concussion,disturbance of memory,0.5130142737195634,kaggle+symcat
concussion,dizziness,0.49622166246851385,kaggle+symcat
concussion,double vision,0.5088161209068011,kaggle+symcat
concussion,facial pain,0.5054575986565911,kaggle+symcat
concussion,headache,0.83,kaggle+symcat
concussion,nausea,0.5281276238455079,kaggle+symcat
concussion,neck pain,0.5029387069689337,kaggle+symcat
concussion,rib pain,0.5037783375314862,kaggle+symcat
concussion,sleepiness,0.5054575986565911,kaggle+symcat
concussion,vomiting,0.5029387069689337,kaggle+symcat
conduct disorder,abusing alcohol,0.6759941089837997,kaggle+symcat
conduct disorder,delusions or hallucinations,0.06,symcat
conduct disorder,depression,0.48600883652430044,kaggle+symcat
conduct disorder,depressive or psychotic symptoms,0.54,kaggle+symcat
conduct disorder,excessive anger,0.5051546391752577,kaggle+symcat
conduct disorder,fainting,0.46686303387334316,kaggle+symcat
conduct disorder,hostile behavior,0.5287187039764359,kaggle+symcat
conduct disorder,hysterical behavior,0.48306332842415317,kaggle+symcat
conduct disorder,lack of growth,0.6642120765832106,kaggle+symcat
conduct disorder,restlessness,0.11,symcat
conduct disorder,seizures,0.5051546391752577,kaggle+symcat
conduct disorder,temper problems,0.5213549337260678,kaggle+symcat
conductive hearing loss,difficulty speaking,0.5133779264214047,kaggle+symcat
conductive hearing loss,diminished hearing,0.85,kaggle+symcat
conductive hearing loss,dizziness,0.459866220735786,kaggle+symcat
conductive hearing loss,ear pain,0.5317725752508361,kaggle+symcat
conductive hearing loss,fluid in ear,0.4882943143812709,kaggle+symcat
conductive hearing loss,hoarse voice,0.7324414715719063,kaggle+symcat
conductive hearing loss,lack of growth,0.05,symcat
conductive hearing loss,low self-esteem,0.520066889632107,kaggle+symcat
conductive hearing loss,plugged feeling in ear,0.5317725752508361,kaggle+symcat
conductive hearing loss,redness in ear,0.5033444816053512,kaggle+symcat
conductive hearing loss,ringing in ear,0.4899665551839465,kaggle+symcat
conductive hearing loss,swollen or red tonsils,0.05,symcat
congenital heart defect,arm swelling,0.7777777777777778,kaggle+symcat
congenital heart defect,cross-eyed,0.02,symcat
congenital heart defect,decreased heart rate,0.02,symcat
congenital heart defect,excessive appetite,0.02,symcat
congenital heart defect,hand or finger stiffness or tightness,0.9166666666666666,kaggle+symcat
congenital heart defect,infant feeding problem,0.04,symcat
congenital heart defect,irregular belly button,0.02,symcat
congenital heart defect,lack of growth,0.7222222222222222,kaggle+symcat
congenital heart defect,lymphedema,0.06,symcat
congenital heart defect,neck cramps or spasms,0.02,symcat
congenital heart defect,sharp chest pain,0.5555555555555556,kaggle+symcat
congenital heart defect,slurring words,0.02,symcat
congenital malformation syndrome,delusions or hallucinations,0.08,symcat
congenital malformation syndrome,difficulty eating,0.08,symcat
congenital malformation syndrome,diminished hearing,1.0,kaggle+symcat
congenital malformation syndrome,fluid retention,0.08,symcat
congenital malformation syndrome,groin pain,0.08,symcat
congenital malformation syndrome,gum pain,0.38461538461538464,kaggle+symcat
congenital malformation syndrome,lack of growth,0.6153846153846154,kaggle+symcat
congenital malformation syndrome,leg stiffness or tightness,0.08,symcat
congenital malformation syndrome,rib pain,0.08,symcat
congenital malformation syndrome,ringing in ear,0.08,symcat
congenital malformation syndrome,seizures,0.7692307692307693,kaggle+symcat
congenital malformation syndrome,symptoms of the kidneys,0.08,symcat
congenital rubella,ankle pain,0.91,symcat
congenital rubella,excessive anger,0.91,symcat
congenital rubella,excessive urination at night,0.91,symcat
congenital rubella,facial pain,0.91,symcat
congenital rubella,fatigue,0.91,symcat
congenital rubella,joint stiffness or tightness,0.91,symcat
congenital rubella,knee lump or mass,0.91,symcat
congenital rubella,pain during pregnancy,0.91,symcat
congenital rubella,pain in eye,0.91,symcat
congenital rubella,pain or soreness of breast,0.91,symcat
congenital rubella,shoulder cramps or spasms,0.91,symcat
congenital rubella,wrist pain,0.91,symcat
conjunctivitis,coryza,0.528052805280528,kaggle+symcat
conjunctivitis,cough,0.5126512651265126,kaggle+symcat
conjunctivitis,eye redness,0.87,kaggle+symcat
conjunctivitis,fever,0.504950495049505,kaggle+symcat
conjunctivitis,itchiness of eye,0.5082508250825083,kaggle+symcat
conjunctivitis,lacrimation,0.4961496149614962,kaggle+symcat
conjunctivitis,nasal congestion,0.49944994499449946,kaggle+symcat
conjunctivitis,pain in eye,0.67,kaggle+symcat
conjunctivitis,sore throat,0.6578657865786579,kaggle+symcat
conjunctivitis,swollen eye,0.5258525852585259,kaggle+symcat
conjunctivitis,symptoms of eye,0.27,symcat
conjunctivitis,white discharge from eye,0.49944994499449946,kaggle+symcat
conjunctivitis due to allergy,allergic reaction,0.5012345679012346,kaggle+symcat
conjunctivitis due to allergy,cough,0.4740740740740741,kaggle+symcat
conjunctivitis due to allergy,diminished vision,0.49465020576131685,kaggle+symcat
conjunctivitis due to allergy,eye burns or stings,0.4757201646090535,kaggle+symcat
conjunctivitis due to allergy,eye redness,0.74,kaggle+symcat
conjunctivitis due to allergy,itchiness of eye,0.71,kaggle+symcat
conjunctivitis due to allergy,lacrimation,0.54,kaggle+symcat
conjunctivitis due to allergy,nasal congestion,0.51440329218107,kaggle+symcat
conjunctivitis due to allergy,pain in eye,0.67,kaggle+symcat
conjunctivitis due to allergy,sneezing,0.5176954732510288,kaggle+symcat
conjunctivitis due to allergy,swollen eye,0.5045267489711934,kaggle+symcat
conjunctivitis due to allergy,symptoms of eye,0.5094650205761316,kaggle+symcat
conjunctivitis due to bacteria,abnormal appearing skin,0.7987012987012987,kaggle+symcat
conjunctivitis due to bacteria,coryza,0.21,symcat
conjunctivitis due to bacteria,cough,0.7402597402597403,kaggle+symcat
conjunctivitis due to bacteria,ear pain,0.29,symcat
conjunctivitis due to bacteria,eye redness,0.9,kaggle+symcat
conjunctivitis due to bacteria,fever,0.59,kaggle+symcat
conjunctivitis due to bacteria,itchiness of eye,0.49,symcat
conjunctivitis due to bacteria,nasal congestion,0.7662337662337663,kaggle+symcat
conjunctivitis due to bacteria,pain in eye,0.62,symcat
conjunctivitis due to bacteria,sore throat,0.7337662337662337,kaggle+symcat
conjunctivitis due to bacteria,symptoms of eye,0.21,symcat
conjunctivitis due to bacteria,white discharge from eye,0.49,symcat
conjunctivitis due to virus,coryza,0.29,symcat
conjunctivitis due to virus,cough,0.48164464023494863,kaggle+symcat
conjunctivitis due to virus,diminished vision,0.6828193832599119,kaggle+symcat
conjunctivitis due to virus,eye burns or stings,0.19,symcat
